inspection_id,lon,lat,census_block_2010
524,-76.97664937,38.89871781,110010079011000
525,-76.97664937,38.89871781,110010079011000
526,-76.97664937,38.89871781,110010079011000
527,-76.97664937,38.89871781,110010079011000
528,-76.97664937,38.89871781,110010079011000
529,-76.98474113,38.91419459,110010088031010
530,-76.98474113,38.91419459,110010088031010
531,-76.99324632,38.91591003,110010091022024
532,-76.99324632,38.91591003,110010091022024
533,-76.99324632,38.91591003,110010091022024
534,-76.99324632,38.91591003,110010091022024
535,-76.99324632,38.91591003,110010091022024
536,-76.99324632,38.91591003,110010091022024
537,-76.99324632,38.91591003,110010091022024
538,-76.99324632,38.91591003,110010091022024
539,-76.99324632,38.91591003,110010091022024
540,-76.99324632,38.91591003,110010091022024
541,-76.97820368,38.94555201,110010094001001
542,-76.97820368,38.94555201,110010094001001
543,-76.97820368,38.94555201,110010094001001
544,-76.98352454,38.91822241,110010091022006
545,-76.98352454,38.91822241,110010091022006
546,-76.97823079,38.94554988,110010094001001
547,-76.97823079,38.94554988,110010094001001
548,-76.97823079,38.94554988,110010094001001
549,-77.04381222,38.91128795,110010042021006
550,-77.04381222,38.91128795,110010042021006
551,-77.04381222,38.91128795,110010042021006
552,-77.04381222,38.91128795,110010042021006
553,-76.97804206,38.94555198,110010094001001
554,-76.97804206,38.94555198,110010094001001
555,-77.00727675,38.91616107,110010087012009
556,-76.9752493,38.91698041,110010111003020
557,-76.9752493,38.91698041,110010111003020
558,-76.9752493,38.91698041,110010111003020
559,-76.9752493,38.91698041,110010111003020
560,-76.97322474,38.91688943,110010111003019
561,-76.97322474,38.91688943,110010111003019
562,-76.97322474,38.91688943,110010111003019
563,-76.97322474,38.91688943,110010111003019
564,-76.97322474,38.91688943,110010111003019
565,-76.97322474,38.91688943,110010111003019
566,-77.00818895,38.89813891,110010106002040
567,-77.00226327,38.89440584,110010082002001
568,-77.00818895,38.89813891,110010106002040
569,-77.00818895,38.89813891,110010106002040
570,-77.00818895,38.89813891,110010106002040
571,-77.00818895,38.89813891,110010106002040
572,-77.00818895,38.89813891,110010106002040
573,-77.00818895,38.89813891,110010106002040
574,-77.00818895,38.89813891,110010106002040
575,-77.00818895,38.89813891,110010106002040
576,-77.00818895,38.89813891,110010106002040
577,-77.00818895,38.89813891,110010106002040
578,-77.00308463,38.89546988,110010083012004
579,-76.98497982,38.91469773,110010088031002
580,-76.98497982,38.91469773,110010088031002
581,-76.98497982,38.91469773,110010088031002
582,-76.98497982,38.91469773,110010088031002
583,-76.98497982,38.91469773,110010088031002
584,-76.97163905,38.91793673,110010111001038
585,-76.97163905,38.91793673,110010111001038
586,-76.97163905,38.91793673,110010111001038
587,-77.00328413,38.89713192,110010083012003
588,-77.00328413,38.89713192,110010083012003
589,-77.00328413,38.89713192,110010083012003
590,-77.00328413,38.89713192,110010083012003
591,-77.00328413,38.89713192,110010083012003
592,-77.00288022,38.89461959,110010082002001
593,-77.00288022,38.89461959,110010082002001
594,-76.97437494,38.89830169,110010079031004
595,-77.00428174,38.92968667,110010023021018
596,-77.00428174,38.92968667,110010023021018
597,-77.00428174,38.92968667,110010023021018
598,-76.9808885,38.915299159999996,110010088031003
599,-76.9808885,38.915299159999996,110010088031003
600,-76.9808885,38.915299159999996,110010088031003
601,-76.9808885,38.915299159999996,110010088031003
602,-76.9808885,38.915299159999996,110010088031003
603,-76.9808885,38.915299159999996,110010088031003
604,-76.9808885,38.915299159999996,110010088031003
605,-76.97513745,38.92987706,110010094002019
606,-76.97513745,38.92987706,110010094002019
607,-76.97513745,38.92987706,110010094002019
608,-76.97513745,38.92987706,110010094002019
609,-76.97513745,38.92987706,110010094002019
610,-76.97513745,38.92987706,110010094002019
611,-76.97513745,38.92987706,110010094002019
612,-76.93422999,38.89605146,110010078041017
613,-76.93422999,38.89605146,110010078041017
614,-76.93422999,38.89605146,110010078041017
615,-76.93422999,38.89605146,110010078041017
616,-76.93422999,38.89605146,110010078041017
617,-77.00327671,38.95641329,110010095053008
618,-77.00327671,38.95641329,110010095053008
619,-77.00327671,38.95641329,110010095053008
620,-76.98852053,38.91383829,110010088031004
621,-76.97416935,38.91784146,110010111003018
622,-76.97416935,38.91784146,110010111003018
623,-76.9740603,38.92978557,110010111002014
624,-76.9740603,38.92978557,110010111002014
625,-76.9740603,38.92978557,110010111002014
626,-76.97277287,38.91891836,110010111003017
627,-76.97277287,38.91891836,110010111003017
628,-76.97277287,38.91891836,110010111003017
629,-77.00029635,38.91903558,110010087021011
630,-77.00029635,38.91903558,110010087021011
631,-76.97240026,38.91990406,110010111001034
632,-76.97280908,38.92042745,110010111001034
633,-76.97280908,38.92042745,110010111001034
634,-77.0023409,38.95576409,110010095081000
635,-77.0027632,38.95685678,110010095053008
636,-77.0027632,38.95685678,110010095053008
637,-77.0027632,38.95685678,110010095053008
638,-77.0027632,38.95685678,110010095053008
639,-77.0027632,38.95685678,110010095053008
640,-77.0027632,38.95685678,110010095053008
641,-77.0027632,38.95685678,110010095053008
642,-77.0027632,38.95685678,110010095053008
643,-76.97085882,38.91971847,110010111001032
644,-76.97085882,38.91971847,110010111001032
645,-77.00253153,38.89508416,110010083012004
646,-77.00253153,38.89508416,110010083012004
647,-77.00253153,38.89508416,110010083012004
648,-77.00253153,38.89508416,110010083012004
649,-77.00253153,38.89508416,110010083012004
650,-76.97170382,38.92151314,110010111001032
651,-76.97184186,38.91769986,110010111001038
652,-76.97184186,38.91769986,110010111001038
653,-76.97184186,38.91769986,110010111001038
654,-76.97184186,38.91769986,110010111001038
655,-77.00032346,38.92034656,110010092042001
656,-77.00032346,38.92034656,110010092042001
657,-77.00032346,38.92034656,110010092042001
658,-76.97148866,38.91683443,110010111003023
659,-76.97148866,38.91683443,110010111003023
